Status,Listing Office 1 - Office Code,Price,Days On Market,Approx Sq Ft,Status Date
SOLD,1186,"$975,000 ",14,1241,5/7/18
SOLD,1641,"$459,000 ",56,600,5/7/18
SOLD,1623,"$980,000 ",7,1130,5/8/18
SOLD,1598,"$1,175,000 ",26,1155,5/8/18
SOLD,1698,"$357,000 ",28,562,5/8/18
SOLD,1294,"$990,000 ",28,1187,5/8/18
SOLD,1623,"$385,000 ",47,560,5/8/18
SOLD,1623,"$610,000 ",11,740,5/9/18
SOLD,1641,"$1,400,000 ",20,1806,5/9/18
SOLD,1481,"$735,000 ",5,937,5/9/18
SOLD,1186,"$1,635,000 ",52,2152,5/10/18
SOLD,1598,"$1,175,000 ",0,1662,5/10/18
SOLD,1641,"$1,195,000 ",8,1288,5/10/18
SOLD,156,"$515,000 ",4,817,5/11/18
SOLD,5845,"$2,024,124 ",237,3180,5/11/18
SOLD,1623,"$650,000 ",7,900,5/11/18
SOLD,1653,"$879,000 ",13,1500,5/11/18
SOLD,1653,"$715,000 ",8,1013,5/13/18
SOLD,1186,"$1,150,000 ",84,1609,5/14/18
SOLD,1641,"$1,138,500 ",28,1410,5/14/18
SOLD,1598,"$999,000 ",160,1434,5/14/18
SOLD,1623,"$768,000 ",11,1060,5/14/18
SOLD,1598,"$550,000 ",99,736,5/14/18
SOLD,1623,"$749,000 ",22,987,5/15/18
SOLD,1623,"$975,000 ",6,1150,5/15/18
SOLD,1294,"$890,000 ",142,1115,5/15/18
SOLD,1623,"$2,495,000 ",13,,5/15/18
SOLD,1641,"$626,000 ",16,933,5/15/18
SOLD,1411,"$1,600,000 ",3,,5/15/18
SOLD,1598,"$501,000 ",7,648,5/16/18
SOLD,1637,"$1,100,000 ",126,,5/16/18
SOLD,298,"$1,350,000 ",62,,5/16/18
SOLD,156,"$1,040,000 ",10,1394,5/16/18
SOLD,83,"$350,000 ",30,,5/16/18
SOLD,1598,"$1,100,000 ",0,1278,5/16/18
SOLD,156,"$849,000 ",4,1201,5/18/18
SOLD,1543,"$777,500 ",15,1148,5/18/18
SOLD,1654,"$799,900 ",14,1072,5/18/18
SOLD,1635,"$2,200,000 ",28,2837,5/18/18
SOLD,1481,"$2,350,000 ",247,,5/18/18
SOLD,1623,"$710,000 ",18,841,5/18/18
SOLD,1623,"$650,000 ",30,1336,5/19/18
SOLD,5678,"$799,000 ",20,1302,5/20/18
SOLD,1598,"$538,000 ",14,825,5/21/18
SOLD,1598,"$870,000 ",14,,5/21/18
SOLD,5962,"$571,000 ",16,855,5/21/18
SOLD,64,"$1,555,000 ",0,1448,5/21/18
SOLD,156,"$549,000 ",8,759,5/22/18
SOLD,1623,"$399,000 ",11,631,5/22/18
SOLD,1654,"$334,000 ",18,519,5/22/18
SOLD,1598,"$707,227 ",25,1064,5/23/18
SOLD,6111,"$645,000 ",25,1114,5/23/18
SOLD,1603,"$1,039,500 ",6,1298,5/24/18
SOLD,1641,"$963,000 ",18,1260,5/24/18
SOLD,66,"$520,000 ",13,761,5/24/18
SOLD,5032,"$1,770,000 ",19,1842,5/24/18
SOLD,298,"$380,000 ",5,548,5/24/18
SOLD,1603,"$745,000 ",8,1050,5/24/18
SOLD,1186,"$670,000 ",2,900,5/24/18
SOLD,64,"$520,000 ",9,636,5/24/18
SOLD,1641,"$764,000 ",21,1040,5/25/18
SOLD,83,"$1,900,000 ",68,3228,5/27/18
SOLD,1481,"$505,000 ",2,719,5/29/18
SOLD,1641,"$435,000 ",23,550,5/30/18
SOLD,1598,"$1,250,000 ",0,1662,5/30/18
SOLD,1641,"$990,000 ",9,1506,5/30/18
SOLD,1623,"$772,000 ",28,1275,5/30/18
SOLD,1623,"$421,000 ",18,540,5/30/18
SOLD,1294,"$640,000 ",73,701,5/31/18
SOLD,1639,"$605,000 ",7,823,5/31/18
SOLD,6182,"$815,000 ",33,1190,5/31/18
SOLD,1623,"$406,000 ",15,600,5/31/18
SOLD,64,"$775,000 ",60,1300,5/31/18
SOLD,1623,"$550,000 ",7,696,5/31/18
SOLD,1294,"$805,000 ",50,1350,5/31/18
SOLD,1186,"$965,000 ",13,1301,6/1/18
SOLD,1623,"$370,000 ",30,510,6/1/18
SOLD,1411,"$1,500,000 ",15,,6/1/18
SOLD,1294,"$1,350,000 ",34,1501,6/1/18
SOLD,1598,"$2,525,000 ",114,2568,6/1/18
SOLD,6174,"$620,000 ",7,829,6/1/18
SOLD,1623,"$1,690,000 ",38,2581,6/2/18
SOLD,64,"$545,000 ",8,754,6/3/18
SOLD,1603,"$415,000 ",21,500,6/3/18
SOLD,1526,"$569,000 ",0,817,6/4/18
SOLD,298,"$405,500 ",5,651,6/4/18
SOLD,1481,"$890,000 ",3,1120,6/4/18
SOLD,64,"$2,350,000 ",20,1900,6/4/18
SOLD,1623,"$750,000 ",24,1340,6/4/18
SOLD,5845,"$1,227,000 ",8,1708,6/4/18
SOLD,5845,"$1,625,000 ",31,2600,6/4/18
SOLD,1186,"$740,000 ",23,1330,6/5/18
SOLD,5678,"$765,000 ",36,1132,6/5/18
SOLD,1186,"$1,010,000 ",22,1812,6/5/18
SOLD,1186,"$1,949,000 ",44,3319,6/5/18
SOLD,1603,"$871,000 ",8,1150,6/5/18
SOLD,1623,"$700,000 ",36,834,6/7/18
SOLD,1639,"$770,000 ",70,1132,6/7/18
SOLD,6105,"$730,000 ",77,1310,6/8/18
SOLD,1641,"$530,000 ",22,699,6/8/18
SOLD,1186,"$1,300,000 ",14,1600,6/8/18
SOLD,298,"$1,425,000 ",76,1479,6/8/18
SOLD,1623,"$885,500 ",5,1150,6/8/18
SOLD,6078,"$532,000 ",53,,6/9/18
SOLD,1411,"$1,393,741 ",42,,6/9/18
SOLD,150,"$380,000 ",54,577,6/10/18
SOLD,151,"$2,161,000 ",5,,6/10/18
SOLD,5845,"$1,950,000 ",2,,6/11/18
SOLD,1623,"$878,000 ",12,1239,6/11/18
SOLD,151,"$999,999 ",12,1335,6/12/18
SOLD,1598,"$525,000 ",11,642,6/12/18
SOLD,1598,"$806,000 ",11,1089,6/12/18
SOLD,1635,"$2,035,000 ",120,,6/12/18
SOLD,5845,"$730,000 ",10,1001,6/12/18
SOLD,1641,"$870,000 ",14,1266,6/12/18
SOLD,1580,"$440,000 ",13,630,6/12/18
SOLD,151,"$926,000 ",19,1638,6/12/18
SOLD,298,"$906,000 ",4,1290,6/13/18
SOLD,1603,"$2,137,500 ",56,1939,6/13/18
SOLD,1622,"$637,210 ",9,900,6/13/18
SOLD,1543,"$550,000 ",51,919,6/13/18
SOLD,1650,"$1,842,000 ",29,2744,6/15/18
SOLD,5421,"$1,400,000 ",8,,6/18/18
SOLD,66,"$850,000 ",24,1382,6/18/18
SOLD,1641,"$1,295,500 ",14,1652,6/19/18
SOLD,1641,"$999,999 ",41,1545,6/19/18
SOLD,151,"$535,000 ",12,569,6/19/18
SOLD,1641,"$585,000 ",15,735,6/19/18
SOLD,5678,"$915,000 ",9,1214,6/19/18
SOLD,1186,"$999,999 ",21,1288,6/19/18
SOLD,1623,"$799,000 ",12,892,6/19/18
SOLD,1186,"$859,000 ",26,1072,6/19/18
SOLD,5417,"$816,995 ",19,1036,6/20/18
SOLD,64,"$1,185,000 ",29,1780,6/20/18
SOLD,1186,"$590,000 ",9,756,6/20/18
SOLD,5759,"$968,000 ",5,1311,6/21/18
SOLD,1654,"$630,000 ",53,900,6/21/18
SOLD,1623,"$405,000 ",20,563,6/21/18
SOLD,1623,"$734,000 ",0,1144,6/21/18
SOLD,5845,"$2,525,604 ",16,,6/22/18
SOLD,1186,"$899,000 ",16,1295,6/22/18
SOLD,1635,"$770,000 ",3,1054,6/22/18
SOLD,5675,"$615,000 ",9,870,6/22/18
SOLD,1603,"$910,000 ",31,1400,6/22/18
SOLD,1653,"$940,000 ",9,1345,6/24/18
SOLD,5417,"$1,519,995 ",88,1429,6/24/18
SOLD,1635,"$1,560,000 ",12,,6/25/18
SOLD,1623,"$500,000 ",12,740,6/25/18
SOLD,1294,"$851,300 ",0,1193,6/25/18
SOLD,1623,"$830,000 ",7,1161,6/26/18
SOLD,6105,"$770,000 ",0,1073,6/26/18
SOLD,1623,"$420,000 ",10,546,6/27/18
SOLD,64,"$847,500 ",23,1318,6/27/18
SOLD,1603,"$1,050,000 ",37,1155,6/27/18
SOLD,5364,"$605,000 ",17,810,6/27/18
SOLD,1623,"$830,000 ",10,1243,6/28/18
SOLD,1623,"$385,000 ",14,523,6/28/18
SOLD,1654,"$545,000 ",10,651,6/29/18
SOLD,1294,"$442,500 ",41,670,6/29/18
SOLD,5845,"$539,000 ",7,745,6/29/18
SOLD,1608,"$640,000 ",62,1175,6/29/18
SOLD,5845,"$2,600,000 ",9,3600,6/30/18
SOLD,1603,"$529,000 ",88,918,7/2/18
SOLD,1623,"$730,000 ",55,1146,7/2/18
SOLD,1186,"$945,000 ",8,1214,7/2/18
SOLD,1623,"$795,000 ",6,1310,7/2/18
SOLD,1598,"$1,375,000 ",15,1479,7/2/18
SOLD,1623,"$900,000 ",21,1325,7/2/18
SOLD,1598,"$812,000 ",0,895,7/2/18
SOLD,1186,"$899,000 ",10,1457,7/2/18
SOLD,1623,"$825,000 ",5,1310,7/2/18
SOLD,1623,"$600,000 ",3,870,7/3/18
SOLD,1623,"$615,000 ",31,700,7/3/18
SOLD,1650,"$710,000 ",32,1104,7/5/18
SOLD,1598,"$2,300,000 ",31,3127,7/5/18
SOLD,1603,"$259,000 ",16,356,7/5/18
SOLD,298,"$790,000 ",8,1028,7/5/18
SOLD,1186,"$423,000 ",20,542,7/5/18
SOLD,1639,"$581,000 ",6,800,7/6/18
SOLD,1603,"$615,000 ",20,801,7/6/18
SOLD,1623,"$999,000 ",28,,7/6/18
SOLD,1641,"$1,150,000 ",10,1670,7/6/18
SOLD,1603,"$760,000 ",6,1033,7/6/18
SOLD,5845,"$2,026,211 ",29,2250,7/6/18
SOLD,1623,"$611,000 ",4,792,7/6/18
SOLD,1603,"$955,000 ",29,1568,7/6/18
SOLD,1650,"$710,000 ",13,910,7/8/18
SOLD,1623,"$410,000 ",14,500,7/9/18
SOLD,1698,"$470,000 ",13,630,7/9/18
SOLD,1411,"$1,200,000 ",98,,7/10/18
SOLD,1186,"$1,060,000 ",23,1258,7/10/18
SOLD,6174,"$780,000 ",27,1310,7/10/18
SOLD,1603,"$775,000 ",12,1033,7/11/18
SOLD,1623,"$799,000 ",15,1122,7/12/18
SOLD,283,"$550,000 ",42,760,7/12/18
SOLD,1603,"$899,000 ",9,1223,7/12/18
SOLD,5845,"$2,650,000 ",20,2972,7/12/18
SOLD,5845,"$563,000 ",10,736,7/12/18
SOLD,1623,"$1,740,000 ",30,2656,7/12/18
SOLD,66,"$615,000 ",10,735,7/13/18
SOLD,1186,"$920,000 ",39,1351,7/13/18
SOLD,1635,"$2,060,000 ",4,2657,7/13/18
SOLD,64,"$855,000 ",19,1364,7/16/18
SOLD,1623,"$495,000 ",10,661,7/16/18
SOLD,151,"$715,000 ",24,1009,7/16/18
SOLD,1598,"$1,075,000 ",44,1000,7/16/18
SOLD,1603,"$580,000 ",5,788,7/16/18
SOLD,151,"$705,000 ",7,,7/16/18
SOLD,5845,"$1,457,500 ",56,1510,7/16/18
SOLD,1623,"$941,000 ",11,1577,7/16/18
SOLD,1598,"$1,640,000 ",7,2022,7/16/18
SOLD,151,"$820,000 ",6,1310,7/16/18
SOLD,1623,"$465,000 ",0,670,7/16/18
SOLD,1598,"$1,775,000 ",1,1430,7/17/18
SOLD,1623,"$439,000 ",29,590,7/17/18
SOLD,298,"$325,000 ",9,,7/17/18
SOLD,1186,"$980,000 ",21,1187,7/18/18
SOLD,298,"$303,500 ",25,502,7/18/18
SOLD,1568,"$295,000 ",85,,7/18/18
SOLD,1186,"$760,000 ",20,968,7/19/18
SOLD,1635,"$1,800,000 ",74,,7/19/18
SOLD,1186,"$750,000 ",87,895,7/19/18
SOLD,1623,"$670,000 ",48,920,7/19/18
SOLD,1598,"$405,000 ",10,575,7/19/18
SOLD,1623,"$499,000 ",9,662,7/20/18
SOLD,1641,"$499,000 ",16,628,7/20/18
SOLD,1568,"$430,000 ",3,520,7/23/18
SOLD,66,"$835,000 ",40,1315,7/23/18
SOLD,1623,"$1,100,000 ",42,1155,7/23/18
SOLD,1603,"$1,200,000 ",90,1406,7/24/18
SOLD,151,"$493,500 ",34,700,7/24/18
SOLD,1623,"$715,000 ",5,1120,7/25/18
SOLD,64,"$925,000 ",7,1214,7/25/18
SOLD,298,"$525,000 ",15,575,7/25/18
SOLD,1603,"$825,000 ",10,1283,7/25/18
SOLD,1623,"$490,000 ",21,805,7/25/18
SOLD,1603,"$770,000 ",82,1166,7/26/18
SOLD,1623,"$425,000 ",28,560,7/26/18
SOLD,1623,"$849,000 ",18,1285,7/27/18
SOLD,1623,"$1,505,000 ",1,1800,7/27/18
SOLD,1186,"$669,000 ",18,956,7/27/18
SOLD,1623,"$999,000 ",1,1405,7/27/18
SOLD,1623,"$799,000 ",30,1620,7/28/18
SOLD,1623,"$999,000 ",0,1251,7/30/18
SOLD,1568,"$1,146,350 ",17,1222,7/30/18
SOLD,1411,"$920,000 ",57,1062,7/30/18
SOLD,1623,"$1,130,000 ",7,1324,7/30/18
SOLD,151,"$306,000 ",6,,7/30/18
SOLD,1568,"$1,125,000 ",6,1500,7/30/18
SOLD,1294,"$425,000 ",18,600,7/30/18
SOLD,64,"$670,000 ",42,895,7/31/18
SOLD,6105,"$876,000 ",3,1566,7/31/18
SOLD,1623,"$1,089,000 ",61,1310,7/31/18
SOLD,1623,"$845,000 ",89,1180,7/31/18
SOLD,1186,"$3,450,000 ",28,4150,7/31/18
SOLD,1623,"$975,000 ",7,1388,7/31/18
SOLD,5047,"$800,000 ",12,,7/31/18
SOLD,1598,"$1,475,000 ",0,,7/31/18
SOLD,64,"$855,000 ",77,1248,7/31/18
SOLD,1603,"$599,000 ",38,900,8/1/18
SOLD,5032,"$1,800,000 ",67,1750,8/1/18
SOLD,1603,"$660,000 ",12,870,8/1/18
SOLD,5845,"$1,945,000 ",44,2253,8/1/18
SOLD,1641,"$695,000 ",21,871,8/1/18
SOLD,1598,"$1,962,500 ",63,2669,8/1/18
SOLD,1186,"$765,000 ",49,1074,8/1/18
SOLD,5845,"$2,250,000 ",47,2240,8/1/18
SOLD,1641,"$815,000 ",33,1065,8/1/18
SOLD,1623,"$559,000 ",17,756,8/1/18
SOLD,1623,"$820,000 ",29,1105,8/2/18
SOLD,1481,"$530,000 ",28,785,8/2/18
SOLD,1623,"$1,590,000 ",12,1775,8/2/18
SOLD,1186,"$540,000 ",13,708,8/2/18
SOLD,1623,"$650,000 ",5,800,8/2/18
SOLD,1623,"$775,000 ",6,1289,8/3/18
SOLD,5715,"$557,500 ",10,885,8/3/18
SOLD,1294,"$603,000 ",24,863,8/3/18
SOLD,5417,"$739,995 ",24,768,8/4/18
SOLD,64,"$628,000 ",6,760,8/5/18
SOLD,1603,"$438,000 ",27,628,8/6/18
SOLD,1603,"$1,200,000 ",56,1406,8/6/18
SOLD,1703,"$735,000 ",14,951,8/7/18
SOLD,1654,"$425,000 ",42,555,8/7/18
SOLD,5464,"$565,000 ",9,810,8/8/18
SOLD,1641,"$550,000 ",9,753,8/8/18
SOLD,1641,"$1,185,000 ",13,1466,8/8/18
SOLD,64,"$1,550,000 ",8,2361,8/8/18
SOLD,298,"$995,000 ",4,1569,8/8/18
SOLD,1623,"$650,000 ",21,997,8/8/18
SOLD,1641,"$700,000 ",13,900,8/8/18
SOLD,1653,"$570,000 ",31,702,8/9/18
SOLD,1623,"$310,000 ",7,825,8/10/18
SOLD,1639,"$370,000 ",8,600,8/10/18
SOLD,1623,"$850,000 ",20,1157,8/10/18
SOLD,1598,"$1,213,500 ",61,1842,8/10/18
SOLD,1568,"$585,000 ",31,1038,8/10/18
SOLD,1623,"$880,000 ",16,1275,8/11/18
SOLD,1598,"$695,000 ",59,970,8/13/18
SOLD,1623,"$1,855,000 ",22,1430,8/14/18
SOLD,1641,"$720,000 ",33,1190,8/14/18
SOLD,64,"$700,000 ",8,854,8/14/18
SOLD,156,"$435,000 ",10,615,8/14/18
SOLD,1606,"$1,035,000 ",20,1336,8/15/18
SOLD,5900,"$1,975,000 ",5,2100,8/15/18
SOLD,1641,"$784,000 ",27,955,8/15/18
SOLD,1598,"$880,000 ",50,1114,8/15/18
SOLD,64,"$370,000 ",20,530,8/15/18
SOLD,6036,"$460,000 ",122,682,8/15/18
SOLD,64,"$574,000 ",5,800,8/15/18
SOLD,64,"$539,500 ",11,745,8/17/18
SOLD,5678,"$890,000 ",15,1115,8/17/18
SOLD,1186,"$1,199,000 ",62,2045,8/17/18
SOLD,151,"$459,000 ",8,670,8/19/18
SOLD,1603,"$474,900 ",63,639,8/19/18
SOLD,1186,"$2,275,000 ",29,,8/20/18
SOLD,1641,"$460,000 ",21,,8/20/18
SOLD,66,"$2,050,000 ",28,,8/20/18
SOLD,1641,"$870,000 ",38,1366,8/20/18
SOLD,1294,"$1,275,000 ",46,1640,8/20/18
SOLD,5417,"$1,171,995 ",96,1292,8/20/18
SOLD,5845,"$705,000 ",9,905,8/20/18
SOLD,64,"$963,000 ",10,1178,8/20/18
SOLD,1623,"$500,000 ",155,1100,8/20/18
SOLD,1294,"$950,000 ",83,1570,8/20/18
SOLD,1623,"$514,000 ",31,860,8/20/18
SOLD,5678,"$745,000 ",10,1037,8/21/18
SOLD,1623,"$1,640,000 ",24,1539,8/21/18
SOLD,1603,"$795,000 ",32,,8/21/18
SOLD,1623,"$615,000 ",61,726,8/21/18
SOLD,1294,"$780,000 ",26,1024,8/21/18
SOLD,1603,"$716,000 ",6,960,8/21/18
SOLD,1598,"$410,000 ",36,513,8/21/18
SOLD,1539,"$1,500,000 ",105,,8/21/18
SOLD,1539,"$1,500,000 ",105,,8/21/18
SOLD,1598,"$480,000 ",28,665,8/22/18
SOLD,1635,"$825,000 ",39,1656,8/22/18
SOLD,1623,"$435,000 ",22,609,8/22/18
SOLD,66,"$660,000 ",14,1000,8/22/18
SOLD,1603,"$1,500,000 ",55,2213,8/22/18
SOLD,1635,"$1,705,000 ",10,2072,8/22/18
SOLD,1603,"$405,000 ",15,559,8/23/18
SOLD,298,"$440,000 ",24,680,8/23/18
SOLD,5831,"$1,405,000 ",15,2186,8/27/18
SOLD,1641,"$730,000 ",32,1169,8/27/18
SOLD,5845,"$685,000 ",53,1022,8/27/18
SOLD,1481,"$387,000 ",43,633,8/27/18
SOLD,1603,"$675,000 ",0,1320,8/27/18
SOLD,6053,"$595,000 ",121,701,8/27/18
SOLD,298,"$1,229,000 ",4,1863,8/28/18
SOLD,1623,"$455,000 ",26,740,8/28/18
SOLD,1603,"$1,075,000 ",4,1730,8/29/18
SOLD,1603,"$1,370,000 ",63,,8/29/18
SOLD,1623,"$599,999 ",20,775,8/29/18
SOLD,1641,"$745,000 ",21,1146,8/30/18
SOLD,1623,"$570,000 ",12,805,8/30/18
SOLD,1481,"$234,500 ",48,444,8/30/18
SOLD,1623,"$554,000 ",1,706,8/30/18
SOLD,1623,"$540,000 ",28,651,8/31/18
SOLD,1623,"$650,000 ",84,835,8/31/18
SOLD,1603,"$840,000 ",15,1319,9/4/18
SOLD,1623,"$470,000 ",7,,9/4/18
SOLD,1603,"$494,000 ",14,702,9/4/18
SOLD,1603,"$455,000 ",22,619,9/4/18
SOLD,156,"$715,000 ",14,900,9/5/18
SOLD,1598,"$475,000 ",74,642,9/5/18
SOLD,1294,"$550,000 ",9,782,9/5/18
SOLD,156,"$1,225,000 ",45,1643,9/5/18
SOLD,1598,"$1,425,000 ",77,1555,9/5/18
SOLD,1623,"$1,285,000 ",26,1550,9/5/18
SOLD,1623,"$2,055,000 ",8,2571,9/6/18
SOLD,64,"$510,000 ",29,750,9/7/18
SOLD,1623,"$525,000 ",39,800,9/7/18
SOLD,1419,"$520,000 ",7,727,9/7/18
SOLD,5759,"$500,000 ",7,761,9/9/18
SOLD,1432,"$1,095,000 ",28,,9/9/18
SOLD,1568,"$1,725,000 ",35,,9/9/18
SOLD,1623,"$500,000 ",51,631,9/10/18
SOLD,1598,"$1,600,000 ",38,2000,9/10/18
SOLD,1598,"$725,000 ",23,1105,9/10/18
SOLD,5845,"$700,000 ",18,1124,9/10/18
SOLD,1626,"$2,050,000 ",69,,9/10/18
SOLD,1623,"$510,000 ",47,735,9/11/18
SOLD,1624,"$631,000 ",11,823,9/12/18
SOLD,64,"$627,500 ",53,960,9/12/18
SOLD,1623,"$575,000 ",6,812,9/12/18
SOLD,1623,"$650,000 ",76,1150,9/14/18
SOLD,150,"$430,000 ",37,675,9/14/18
SOLD,121,"$395,000 ",68,,9/14/18
SOLD,6069,"$1,200,000 ",62,1342,9/15/18
SOLD,1598,"$970,000 ",35,1435,9/17/18
SOLD,5845,"$715,000 ",31,860,9/17/18
SOLD,66,"$1,760,000 ",33,2068,9/17/18
SOLD,66,"$2,500,000 ",0,,9/17/18
SOLD,5976,"$460,000 ",48,665,9/17/18
SOLD,1739,"$505,726 ",26,677,9/17/18
SOLD,1623,"$764,000 ",7,1268,9/17/18
SOLD,1623,"$575,000 ",71,750,9/18/18
SOLD,1623,"$1,050,000 ",15,1405,9/18/18
SOLD,1623,"$984,000 ",41,1255,9/18/18
SOLD,1623,"$389,000 ",37,510,9/18/18
SOLD,1568,"$1,287,500 ",61,1944,9/18/18
SOLD,1641,"$409,000 ",13,707,9/19/18
SOLD,1641,"$520,000 ",12,861,9/19/18
SOLD,5845,"$585,500 ",10,923,9/19/18
SOLD,1623,"$2,128,000 ",19,,9/20/18
SOLD,5845,"$2,615,000 ",54,,9/20/18
SOLD,1623,"$1,580,000 ",28,2086,9/21/18
SOLD,1603,"$755,000 ",21,1008,9/21/18
SOLD,151,"$1,332,500 ",0,2032,9/21/18
SOLD,1294,"$690,000 ",15,803,9/21/18
SOLD,1623,"$830,000 ",15,1244,9/21/18
SOLD,1598,"$1,085,000 ",79,1217,9/21/18
SOLD,1623,"$1,630,000 ",36,1757,9/23/18
SOLD,1568,"$570,000 ",32,872,9/24/18
SOLD,1651,"$585,000 ",3,756,9/24/18
SOLD,150,"$396,000 ",23,733,9/24/18
SOLD,1623,"$569,000 ",49,745,9/24/18
SOLD,1623,"$600,000 ",48,748,9/24/18
SOLD,1603,"$425,000 ",11,,9/24/18
SOLD,1186,"$599,000 ",32,865,9/25/18
SOLD,64,"$739,000 ",20,,9/25/18
SOLD,1603,"$620,000 ",50,610,9/26/18
SOLD,1294,"$578,000 ",112,1170,9/26/18
SOLD,1623,"$337,000 ",23,502,9/26/18
SOLD,150,"$1,875,000 ",315,3055,9/26/18
SOLD,1419,"$700,000 ",13,1000,9/26/18
SOLD,5845,"$915,000 ",55,1141,9/27/18
SOLD,5745,"$515,000 ",14,865,9/27/18
SOLD,1186,"$2,990,000 ",49,,9/27/18
SOLD,1186,"$740,000 ",32,1041,9/27/18
SOLD,156,"$975,000 ",17,1474,9/28/18
SOLD,1635,"$803,000 ",17,1160,9/28/18
SOLD,5845,"$975,000 ",10,1311,9/28/18
SOLD,1186,"$2,675,000 ",19,1947,10/1/18
SOLD,66,"$1,550,000 ",48,2279,10/1/18
SOLD,1411,"$1,800,000 ",14,,10/1/18
SOLD,1481,"$505,000 ",19,817,10/1/18
SOLD,6199,"$520,000 ",39,691,10/2/18
SOLD,6261,"$480,000 ",51,830,10/2/18
SOLD,1294,"$525,000 ",28,1061,10/2/18
SOLD,1549,"$1,256,000 ",55,1390,10/2/18
SOLD,1623,"$832,000 ",33,1416,10/4/18
SOLD,1623,"$1,500,000 ",28,1747,10/4/18
SOLD,1623,"$495,000 ",30,719,10/4/18
SOLD,64,"$842,800 ",31,1201,10/5/18
SOLD,156,"$832,000 ",7,1161,10/5/18
SOLD,1623,"$1,125,000 ",18,1548,10/6/18
SOLD,151,"$295,000 ",52,315,10/8/18
SOLD,1294,"$598,350 ",46,1225,10/9/18
SOLD,1603,"$629,000 ",58,750,10/9/18
SOLD,156,"$1,100,000 ",8,1305,10/9/18
SOLD,1623,"$747,500 ",40,1006,10/11/18
SOLD,150,"$520,000 ",41,726,10/11/18
SOLD,1623,"$810,000 ",8,1151,10/12/18
SOLD,156,"$420,000 ",47,580,10/12/18
SOLD,1603,"$770,000 ",8,1041,10/12/18
SOLD,1623,"$660,000 ",53,1273,10/13/18
DABO,5417,"$3,029,995 ",11,1952,10/14/18
SOLD,156,"$1,419,000 ",9,2186,10/15/18
SOLD,1623,"$680,000 ",21,1200,10/15/18
SOLD,1603,"$730,000 ",27,1101,10/15/18
SOLD,156,"$557,000 ",83,735,10/16/18
SOLD,1623,"$505,000 ",31,718,10/16/18
SOLD,1641,"$855,000 ",9,1324,10/16/18
SOLD,1623,"$400,000 ",239,675,10/16/18
SOLD,1294,"$399,000 ",22,607,10/17/18
SOLD,1603,"$710,000 ",54,1085,10/17/18
SOLD,5845,"$931,500 ",11,1201,10/17/18
SOLD,1623,"$579,000 ",34,780,10/18/18
SOLD,1411,"$1,725,000 ",7,,10/18/18
SOLD,156,"$2,540,000 ",0,3453,10/18/18
SOLD,156,"$2,525,000 ",0,3453,10/18/18
SOLD,1623,"$1,465,000 ",76,1800,10/18/18
SOLD,156,"$2,495,000 ",0,3336,10/18/18
SOLD,151,"$1,075,000 ",60,1185,10/19/18
SOLD,1603,"$835,000 ",28,1161,10/19/18
SOLD,64,"$627,500 ",23,930,10/19/18
SOLD,156,"$617,000 ",105,1136,10/20/18
SOLD,1568,"$394,000 ",102,,10/20/18
SOLD,156,"$1,350,000 ",7,1944,10/22/18
SOLD,64,"$760,000 ",23,930,10/22/18
SOLD,1186,"$680,000 ",11,798,10/22/18
SOLD,5845,"$892,500 ",8,828,10/22/18
SOLD,156,"$2,390,000 ",89,3336,10/23/18
SOLD,64,"$444,000 ",18,,10/23/18
SOLD,156,"$690,000 ",114,1261,10/23/18
SOLD,6203,"$300,000 ",78,463,10/23/18
SOLD,156,"$920,000 ",18,1260,10/24/18
SOLD,6181,"$1,985,000 ",21,,10/24/18
SOLD,6141,"$594,000 ",29,866,10/24/18
SOLD,5789,"$1,975,000 ",1,2617,10/24/18
SOLD,1411,"$1,300,000 ",11,,10/25/18
SOLD,6111,"$600,000 ",12,744,10/25/18
SOLD,1639,"$752,000 ",32,1008,10/25/18
SOLD,1419,"$1,125,000 ",21,,10/25/18
SOLD,156,"$550,000 ",5,710,10/26/18
SOLD,5027,"$620,000 ",61,865,10/26/18
SOLD,1598,"$1,500,000 ",21,2000,10/26/18
SOLD,1603,"$699,000 ",13,778,10/26/18
SOLD,5858,"$375,000 ",62,591,10/29/18
SOLD,5678,"$434,500 ",6,559,10/29/18
SOLD,1186,"$1,015,000 ",15,1400,10/29/18
SOLD,1603,"$1,625,000 ",46,,10/30/18
SOLD,1598,"$1,245,000 ",128,1390,10/30/18
SOLD,156,"$859,000 ",7,1276,10/30/18
SOLD,1641,"$473,000 ",26,905,10/30/18
SOLD,298,"$435,000 ",60,,10/31/18
SOLD,1641,"$986,000 ",6,1506,10/31/18
SOLD,1598,"$1,152,800 ",11,1310,11/1/18
SOLD,1598,"$1,168,640 ",4,1328,11/1/18
SOLD,1481,"$899,000 ",148,,11/1/18
SOLD,64,"$811,000 ",155,1141,11/1/18
SOLD,6199,"$420,000 ",20,594,11/1/18
SOLD,1623,"$750,000 ",23,1151,11/1/18
SOLD,156,"$2,440,000 ",0,3220,11/2/18
SOLD,1623,"$750,000 ",29,1342,11/2/18
SOLD,1641,"$999,999 ",50,1597,11/2/18
SOLD,1411,"$577,000 ",7,810,11/3/18
SOLD,1606,"$1,015,000 ",8,1336,11/3/18
SOLD,1623,"$1,500,000 ",44,1912,11/4/18
SOLD,1598,"$574,000 ",16,812,11/5/18
